StockCode,Description,TotalRevenue,AvgRevenue,OrderCount,TotalQuantity,AvgPrice,MinPrice,MaxPrice,UniqueCustomers,RevenuePerCustomer,RevenueShare,CumulativeRevenueShare,ABC_Category
23152,IVORY SWEETHEART WIRE LETTER RACK ,2013.51,13.25,152,545,3.74,3.39,3.75,108,18.64361111111111,0.023,83.93044509445991,B
21781,MA CAMPAGNE CUTLERY BOX,2012.5,24.54,82,138,14.87,12.75,14.95,51,39.46078431372549,0.023,83.95339809288105,B
22959,WRAP CHRISTMAS VILLAGE,2003.92,14.31,140,4876,0.42,0.34,0.42,133,15.067067669172934,0.023,83.97625323454369,B
21980,PACK OF 12 RED RETROSPOT TISSUES ,2003.31,7.95,252,6523,0.33,0.25,0.83,192,10.43390625,0.023,83.9991014190242,B
22920,HERB MARKER BASIL,2000.35,10.31,194,3329,0.65,0.55,0.65,133,15.040225563909773,0.023,84.02191584406356,B
23326,HANGING MINI COLOURED BOTTLES,2000.22,35.72,56,3370,0.62,0.52,0.63,52,38.46576923076923,0.023,84.04472878642476,B
23028,DRAWER KNOB CRACKLE GLAZE BLUE,2000.19,17.24,116,1247,1.66,1.45,3.29,88,22.72943181818182,0.023,84.06754138662946,B
82581,TOILET METAL SIGN,1997.13,6.59,303,3749,0.56,0.42,1.25,172,11.611220930232559,0.023,84.09031908687133,B
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,1994.26,17.04,117,1018,2.14,1.69,4.13,70,28.489428571428572,0.023,84.11306405414156,B
23302,KNEELING MAT HOUSEWORK  DESIGN,1993.91,10.33,193,1481,1.58,0.79,1.65,140,14.242214285714287,0.023,84.13580502958598,B
84950,ASSORTED COLOUR T-LIGHT HOLDER,1990.97,22.37,89,3361,0.68,0.55,1.38,66,30.166212121212123,0.023,84.15851247369356,B
23490,T-LIGHT HOLDER HANGING LOVE BIRD,1988.13,20.71,96,539,3.74,3.29,3.75,83,23.953373493975906,0.023,84.18118752698598,B
22811,SET OF 6 T-LIGHTS CACTI ,1987.93,35.5,56,775,3.01,1.25,5.79,37,53.72783783783784,0.023,84.20386029923507,B
23424,GINGHAM RECIPE BOOK BOX,1986.75,19.1,104,413,4.93,4.15,4.95,87,22.836206896551722,0.023,84.22651961332858,B
85174,S/4 CACTI CANDLES,1985.67,23.64,84,497,5.03,1.95,10.79,55,36.10309090909091,0.023,84.24916660978815,B
20751,FUNKY WASHING UP GLOVES ASSORTED,1984.26,10.07,197,973,2.1,1.69,2.1,127,15.624094488188977,0.023,84.2717975248923,B
23403,LETTER HOLDER HOME SWEET HOME,1984.06,17.71,112,596,3.71,2.48,3.75,80,24.80075,0.023,84.29442615895313,B
21078,SET/20 STRAWBERRY PAPER NAPKINS ,1982.08,9.67,205,2494,0.85,0.64,1.63,148,13.392432432432432,0.023,84.31703221068508,B
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,1981.63,25.08,79,1435,1.52,1.25,2.92,68,29.141617647058826,0.023,84.33963313006956,B
22914,BLUE COAT RACK PARIS FASHION,1979.64,14.56,136,428,4.93,3.37,4.95,106,18.675849056603774,0.023,84.362211353073,B
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,1973.75,12.57,157,2397,0.85,0.72,1.63,120,16.447916666666668,0.023,84.38472239935061,B
22224,WHITE LOVEBIRD LANTERN,1973.6,16.87,117,688,2.91,2.55,2.95,89,22.175280898876405,0.023,84.40723173484572,B
22059,CERAMIC STRAWBERRY DESIGN MUG,1973.17,12.9,153,1749,1.3,0.39,1.49,85,23.213764705882355,0.023,84.42973616609771,B
37500,TEA TIME TEAPOT IN GIFT BOX,1972.46,24.66,80,338,6.27,4.95,9.95,53,37.21622641509434,0.022,84.4522324996459,B
20977,36 PENCILS TUBE WOODLAND,1971.93,13.6,145,1597,1.25,1.06,1.25,111,17.765135135135136,0.022,84.47472278842929,B
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1971.04,10.6,186,1368,1.54,1.25,3.29,116,16.991724137931033,0.022,84.4972029265699,B
23352,ROLL WRAP 50'S RED CHRISTMAS ,1964.76,11.91,165,1596,1.25,1.04,1.25,151,13.011655629139073,0.022,84.51961143995022,B
22935,BAKING MOULD ROSE MILK CHOCOLATE,1964.25,37.77,52,673,3.16,2.75,3.25,46,42.70108695652174,0.022,84.54201413667009,B
23066,SMALL DECO JEWELLERY STAND,1963.65,25.84,76,245,8.23,7.45,8.25,69,28.458695652173915,0.022,84.56440999025997,B
21900,"KEY FOB , SHED",1963.03,7.27,270,3087,0.69,0.53,1.63,166,11.825481927710843,0.022,84.58679877261557,B
22831,WHITE BROCANTE SOAP DISH,1960.2,18.49,106,684,2.95,2.55,2.95,91,21.540659340659342,0.022,84.60915527820816,B
23251,VINTAGE RED ENAMEL TRIM MUG ,1956.7,19.0,103,1646,1.24,1.04,1.25,80,24.458750000000002,0.022,84.63147186554264,B
11001,ASSTD DESIGN RACING CAR PEN,1953.0,30.52,64,1252,1.85,1.27,3.29,44,44.38636363636363,0.022,84.65374625357566,B
23529,DOLLY GIRL WALL ART,1952.31,65.08,30,629,3.61,2.66,3.75,26,75.08884615384615,0.022,84.67601277200923,B
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,1950.9,30.48,64,872,2.5,2.1,2.55,51,38.25294117647059,0.022,84.69826320908739,B
22863,SOAP DISH BROCANTE,1948.35,20.51,95,693,2.93,2.55,2.95,77,25.303246753246754,0.022,84.72048456286319,B
23227,FILIGREE HEART BUTTERFLY WHITE ,1947.06,22.38,87,1592,1.27,1.04,2.46,61,31.91901639344262,0.022,84.74269120390957,B
23374,RED SPOT PAPER GIFT BAG,1944.08,15.94,122,2444,0.82,0.72,0.82,108,18.00074074074074,0.022,84.76486385741046,B
22824,3 TIER SWEETHEART GARDEN SHELF,1938.25,45.08,43,55,35.67,32.95,35.95,42,46.148809523809526,0.022,84.78697001849854,B
23068,ALUMINIUM STAMPED HEART,1937.21,14.57,133,805,2.48,2.08,2.49,106,18.27556603773585,0.022,84.80906431816135,B
22478,BIRDHOUSE GARDEN MARKER ,1936.85,25.15,77,1417,1.26,1.25,1.48,59,32.82796610169491,0.022,84.83115451194617,B
23500,KEY RING BASEBALL BOOT ASSORTED ,1935.05,20.81,93,1585,1.24,1.04,1.25,76,25.461184210526316,0.022,84.8532241763411,B
21993,FLORAL FOLK STATIONERY SET,1934.85,9.13,212,1366,1.52,1.25,2.95,151,12.813576158940396,0.022,84.87529155969271,B
21033,JUMBO BAG CHARLIE AND LOLA TOYS,1934.75,17.75,109,922,2.32,1.65,2.95,75,25.796666666666667,0.022,84.89735780252266,B
22509,SEWING BOX RETROSPOT DESIGN ,1931.75,23.56,82,205,11.57,3.95,16.95,71,27.20774647887324,0.022,84.9193898297028,B
23075,DOUBLE CERAMIC PARLOUR HOOK,1931.3,24.14,80,470,4.15,3.75,4.15,61,31.660655737704918,0.022,84.94141672453546,B
22121,NOEL WOODEN BLOCK LETTERS ,1930.89,16.65,116,333,6.06,5.45,11.63,94,20.541382978723405,0.022,84.9634389432293,B
22732,3D VINTAGE CHRISTMAS STICKERS ,1930.38,15.2,127,1522,1.34,1.06,2.46,102,18.92529411764706,0.022,84.98545534526268,B
22955,36 FOIL STAR CAKE CASES ,1929.14,17.38,111,1005,2.01,0.79,2.1,91,21.19934065934066,0.022,85.00745760482748,B
85049G,CHOCOLATE BOX RIBBONS ,1926.33,7.89,244,1580,1.27,1.06,2.46,161,11.964782608695652,0.022,85.0294278157336,B
22973,CHILDREN'S CIRCUS PARADE MUG,1924.48,17.18,112,1192,1.67,1.45,3.29,81,23.75901234567901,0.022,85.05137692698901,B
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1924.18,15.39,125,1574,1.25,1.06,1.25,77,24.98935064935065,0.022,85.07332261667942,B
23213,STAR WREATH DECORATION WITH BELL,1923.19,15.39,125,1595,1.24,1.04,1.25,95,20.244105263157895,0.022,85.0952570152054,B
23145,ZINC T-LIGHT HOLDER STAR LARGE,1919.34,12.71,151,2054,0.96,0.79,2.08,128,14.99484375,0.022,85.11714750364744,B
21506,"FANCY FONT BIRTHDAY CARD, ",1910.88,7.55,253,4740,0.42,0.36,0.42,171,11.174736842105263,0.022,85.13894150395699,B
23235,STORAGE TIN VINTAGE LEAF,1902.69,19.22,99,729,2.74,1.25,2.89,88,21.621477272727272,0.022,85.16064209554254,B
22080,RIBBON REEL POLKADOTS ,1902.3,14.52,131,1182,1.65,1.45,1.65,116,16.39913793103448,0.022,85.1823382390936,B
22744,MAKE YOUR OWN MONSOON CARD KIT,1898.83,12.66,150,833,2.68,0.79,5.79,123,15.437642276422764,0.022,85.20399480654304,B
23161,REGENCY CAKE FORK,1896.6,27.89,68,1608,1.23,1.04,1.25,58,32.699999999999996,0.022,85.22562594035944,B
84880,WHITE WIRE EGG HOLDER,1896.15,27.88,68,303,7.06,4.95,7.5,51,37.17941176470588,0.022,85.24725194182837,B
23315,IVORY REFECTORY CLOCK,1894.7,24.93,76,202,9.83,8.15,9.95,63,30.074603174603176,0.022,85.26886140573323,B
16169E,WRAP 50'S  CHRISTMAS,1892.46,12.62,150,4563,0.42,0.36,0.42,143,13.233986013986014,0.022,85.29044532195287,B
22792,FLUTED ANTIQUE CANDLE HOLDER,1888.31,14.53,130,2313,0.86,0.72,1.63,100,18.8831,0.022,85.31198190652361,B
22592,CARDHOLDER HOLLY WREATH METAL,1886.08,20.73,91,506,3.93,3.39,7.46,79,23.874430379746833,0.022,85.33349305746131,B
22374,AIRLINE BAG VINTAGE JET SET RED,1882.84,11.84,159,448,4.26,3.95,8.29,108,17.433703703703703,0.021,85.3549672554972,B
35004C,SET OF 3 COLOURED  FLYING DUCKS,1882.65,49.54,38,393,5.24,4.65,5.45,28,67.2375,0.021,85.37643928654195,B
22733,3D TRADITIONAL CHRISTMAS STICKERS,1882.31,13.07,144,1471,1.33,1.25,2.46,119,15.817731092436974,0.021,85.39790743981305,B
23291,DOLLY GIRL CHILDRENS CUP,1881.39,12.89,146,1549,1.27,1.05,2.46,104,18.090288461538464,0.021,85.41936510028485,B
22996,TRAVEL CARD WALLET VINTAGE TICKET,1880.16,6.25,301,4552,0.42,0.36,0.42,155,12.130064516129032,0.021,85.44080873234024,B
22931,BAKING MOULD HEART WHITE CHOCOLATE,1878.61,16.62,113,794,2.55,2.1,4.96,95,19.774842105263158,0.021,85.4622346863099,B
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,1875.06,18.38,102,1142,1.74,1.45,3.29,85,22.059529411764704,0.021,85.48362015176059,B
21249,WOODLAND  HEIGHT CHART STICKERS ,1874.4,23.73,79,672,2.91,2.55,2.95,68,27.564705882352943,0.021,85.50499808976832,B
40016,CHINESE DRAGON PAPER LANTERNS,1870.7,24.94,75,5524,0.51,0.25,8.29,54,34.64259259259259,0.021,85.52633382847462,B
20992,JAZZ HEARTS PURSE NOTEBOOK,1867.05,7.15,261,4365,0.46,0.39,0.85,162,11.525,0.021,85.5476279381403,B
22763,KEY CABINET MA CAMPAGNE,1865.65,19.85,94,191,9.9,8.5,9.95,76,24.548026315789475,0.021,85.56890608050273,B
23491,VINTAGE JINGLE BELLS HEART,1864.5,24.21,77,226,8.25,8.25,8.25,64,29.1328125,0.021,85.59017110686605,B
21556,CERAMIC STRAWBERRY MONEY BOX,1859.4,39.56,47,804,2.52,2.25,2.55,38,48.93157894736842,0.021,85.61137796662469,B
23289,DOLLY GIRL CHILDRENS BOWL,1854.85,13.06,142,1553,1.25,1.05,1.25,111,16.710360360360358,0.021,85.63253293264775,B
22574,HEART WOODEN CHRISTMAS DECORATION,1854.54,11.59,160,2124,0.9,0.72,1.63,131,14.156793893129771,0.021,85.65368436305369,B
22897,OVEN MITT APPLES DESIGN,1850.66,10.64,174,1298,1.55,1.25,3.29,135,13.708592592592593,0.021,85.67479154121918,B
23357,HOT WATER BOTTLE SEX BOMB,1843.55,20.26,91,435,4.45,1.65,4.95,79,23.33607594936709,0.021,85.69581762829458,B
37450,CERAMIC CAKE BOWL + HANGING CAKES,1841.0,17.87,103,668,2.89,2.55,2.95,47,39.170212765957444,0.021,85.71681463206765,B
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,1840.65,23.9,77,979,1.93,1.65,1.95,73,25.214383561643835,0.021,85.73780764401492,B
23094,LE GRAND TRAY CHIC SET,1837.5,24.83,74,147,12.5,12.5,12.5,65,28.26923076923077,0.021,85.75876472952986,B
22859,EASTER TIN BUNNY BOUQUET,1832.7,14.1,130,1150,1.65,1.45,1.65,111,16.51081081081081,0.021,85.77966707000509,B
22601,CHRISTMAS RETROSPOT ANGEL WOOD,1827.42,11.87,154,2238,0.9,0.72,1.63,121,15.102644628099174,0.021,85.80050919093664,B
47504K,ENGLISH ROSE GARDEN SECATEURS,1826.78,10.21,179,1958,1.09,0.79,1.95,141,12.955886524822695,0.021,85.82134401252956,B
22736,RIBBON REEL MAKING SNOWMEN ,1825.46,11.78,155,1102,1.72,1.45,3.29,130,14.042,0.021,85.84216377923656,B
22571,ROCKING HORSE RED CHRISTMAS ,1813.55,9.8,185,2207,0.85,0.72,0.85,152,11.93125,0.021,85.86284770981378,B
23367,SET 12 COLOUR PENCILS SPACEBOY ,1807.85,7.6,238,2785,0.65,0.55,0.65,184,9.825271739130434,0.021,85.88346663065633,B
21042,RED RETROSPOT APRON ,1802.85,16.54,109,303,5.95,5.95,5.95,71,25.392253521126758,0.021,85.90402852541584,B
22291,HANGING CHICK CREAM DECORATION,1802.35,18.58,97,1243,1.45,1.45,1.45,72,25.032638888888886,0.021,85.92458471756706,B
22747,POPPY'S PLAYHOUSE BATHROOM,1800.9,10.35,174,879,2.1,1.85,2.1,123,14.641463414634147,0.021,85.9451243721542,B
21034,REX CASH+CARRY JUMBO SHOPPER,1798.35,1.89,952,1893,0.95,0.95,0.95,480,3.7465625,0.021,85.96563494343897,B
22807,SET OF 6 T-LIGHTS TOADSTOOLS,1796.64,16.19,111,676,2.78,1.25,5.79,74,24.27891891891892,0.02,85.98612601180336,B
23005,TRAVEL CARD WALLET I LOVE LONDON,1788.72,9.83,182,4396,0.42,0.36,0.42,105,17.03542857142857,0.02,86.00652675085223,B
84968A,SET OF 16 VINTAGE ROSE CUTLERY,1787.85,36.49,49,147,12.68,10.95,12.75,32,55.8703125,0.02,86.02691756736263,B
10135,COLOURING PENCILS BROWN TUBE,1786.69,14.77,121,1938,1.2,0.25,2.46,92,19.42054347826087,0.02,86.0472951538218,B
21622,VINTAGE UNION JACK CUSHION COVER,1785.0,18.99,94,364,4.94,4.25,4.95,76,23.486842105263158,0.02,86.06765346546489,B
22412,METAL SIGN NEIGHBOURHOOD WITCH ,1784.7,15.25,117,877,2.09,1.85,2.1,73,24.447945205479453,0.02,86.088008355543,B
23371,SET 36 COLOUR PENCILS SPACEBOY ,1783.97,12.74,140,1505,1.24,1.06,1.25,98,18.203775510204082,0.02,86.10835491981298,B
22536,MAGIC DRAWING SLATE PURDEY,1782.18,12.04,148,4721,0.41,0.27,0.42,109,16.3502752293578,0.02,86.12868106874524,B
23525,BUFFALO BILL WALL ART ,1781.64,39.59,45,568,3.66,2.65,3.75,38,46.88526315789474,0.02,86.14900105886052,B
22477,WATERING CAN GARDEN MARKER,1778.1,25.04,71,1290,1.26,1.25,1.48,63,28.22380952380952,0.02,86.16928067450903,B
51014A,"FEATHER PEN,HOT PINK",1777.61,11.04,161,3621,0.51,0.2,0.85,106,16.769905660377358,0.02,86.1895547016014,B
37446,MINI CAKE STAND WITH HANGING CAKES,1775.05,11.16,159,1297,1.43,1.25,1.45,93,19.086559139784946,0.02,86.20979953133924,B
21916,SET 12 RETRO WHITE CHALK STICKS,1771.54,6.95,255,4363,0.43,0.36,0.83,156,11.35602564102564,0.02,86.2300043287668,B
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,1756.5,7.2,244,2118,0.83,0.72,0.85,143,12.283216783216783,0.02,86.2500375917366,B
21584,RETROSPOT SMALL TUBE MATCHES,1754.9,11.04,159,1066,1.65,1.45,1.65,119,14.747058823529413,0.02,86.27005260635983,B
21873,IF YOU CAN'T STAND THE HEAT MUG,1752.34,19.26,91,1586,1.28,0.42,3.29,62,28.263548387096773,0.02,86.29003842362853,B
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,1749.94,23.33,75,968,4.01,0.5,4.25,54,32.4062962962963,0.02,86.3099968683774,B
21990,MODERN FLORAL STATIONERY SET,1745.05,9.38,186,1219,1.5,1.25,2.95,127,13.740551181102362,0.02,86.32989954161704,B
22710,WRAP I LOVE LONDON ,1742.5,17.42,100,4425,0.42,0.34,0.42,79,22.056962025316455,0.02,86.34977313155434,B
22593,CHRISTMAS GINGHAM STAR,1736.97,12.23,142,2049,0.91,0.72,1.63,106,16.386509433962264,0.02,86.3695836506438,B
15044D,RED PAPER PARASOL,1735.74,23.46,74,630,2.96,2.55,5.79,53,32.749811320754716,0.02,86.38938014131685,B
22534,MAGIC DRAWING SLATE SPACEBOY ,1735.5,8.38,207,4331,0.42,0.36,0.42,172,10.090116279069768,0.02,86.4091738947379,B
22788,BROCANTE COAT RACK,1734.05,37.7,46,205,9.82,6.78,9.95,33,52.5469696969697,0.02,86.42895111059488,B
22639,SET OF 4 NAPKIN CHARMS HEARTS,1733.37,13.23,131,763,2.48,0.79,4.96,101,17.16207920792079,0.02,86.44872057090456,B
22588,CARD HOLDER GINGHAM HEART,1732.41,12.65,137,605,2.95,2.55,5.79,110,15.74918181818182,0.02,86.4684790822063,B
22119,PEACE WOODEN BLOCK LETTERS,1731.36,15.74,110,348,6.16,1.95,14.13,82,21.114146341463414,0.02,86.4882256180306,B
23228,FILIGREE HEART BIRD WHITE ,1726.3,21.85,79,1397,1.39,1.04,2.46,58,29.763793103448275,0.02,86.50791444345887,B
22186,RED STAR CARD HOLDER,1723.79,14.49,119,801,2.32,1.95,5.79,111,15.529639639639639,0.02,86.52757464179346,B
23090,VINTAGE GLASS T-LIGHT HOLDER,1723.62,13.68,126,2130,0.86,0.72,1.63,96,17.954375,0.02,86.54723290124123,B
22712,CARD DOLLY GIRL ,1721.37,7.97,216,4319,0.44,0.36,0.83,141,12.208297872340426,0.02,86.56686549895163,B
21845,DAIRY MAID STRIPE MUG,1721.09,20.74,83,1907,1.1,0.79,2.95,63,27.31888888888889,0.02,86.58649490320138,B
22562,MONSTERS STENCIL CRAFT,1720.42,8.78,196,1398,1.26,1.06,2.46,149,11.546442953020135,0.02,86.606116665956,B
22858,EASTER TIN KEEPSAKE,1718.85,15.21,113,1081,1.64,1.45,1.65,103,16.687864077669904,0.02,86.62572052252055,B
22803,IVORY EMBROIDERED QUILT ,1715.9,68.64,25,46,38.1,35.75,39.95,18,95.32777777777778,0.02,86.64529073369611,B
22986,GINGHAM ROSE WRAP,1710.42,11.11,154,4101,0.42,0.36,0.42,124,13.793709677419356,0.02,86.66479844428467,B
20982,12 PENCILS TALL TUBE SKULLS,1709.91,7.7,222,2019,0.85,0.72,0.85,158,10.822215189873418,0.02,86.68430033821276,B
22115,METAL SIGN EMPIRE TEA,1706.81,9.23,185,1495,1.5,0.79,5.79,152,11.229013157894736,0.019,86.70376687596935,B
21114,LAVENDER SCENTED FABRIC HEART,1705.28,12.82,133,1352,1.32,1.06,10.79,105,16.240761904761904,0.019,86.72321596374456,B
22027,TEA PARTY BIRTHDAY CARD,1702.79,6.43,265,4165,0.42,0.36,0.83,180,9.459944444444444,0.019,86.74263665253041,B
21471,STRAWBERRY RAFFIA FOOD COVER,1702.65,18.11,94,495,3.72,2.95,3.75,77,22.112337662337662,0.019,86.76205574458594,B
21041,RED RETROSPOT OVEN GLOVE DOUBLE,1699.2,11.64,146,576,2.95,2.95,2.95,100,16.992,0.019,86.78143548864416,B
23073,GEORGIAN TRINKET BOX,1694.0,28.23,60,142,12.41,11.15,12.5,49,34.57142857142857,0.019,86.80075592557603,B
23244,ROUND STORAGE TIN VINTAGE LEAF,1692.91,16.12,105,925,1.97,1.65,4.13,87,19.45873563218391,0.019,86.82006393082182,B
21586,KINGS CHOICE GIANT TUBE MATCHES,1691.25,25.62,66,731,2.5,2.1,2.55,54,31.319444444444443,0.019,86.83935300340802,B
23358,HOT STUFF HOT WATER BOTTLE,1689.9,24.85,68,528,3.44,1.25,3.75,61,27.70327868852459,0.019,86.8586266789518,B
16161U,WRAP SUKI AND FRIENDS,1687.5,12.59,134,4075,0.42,0.36,0.42,105,16.071428571428573,0.019,86.87787298197574,B
21564,PINK  HEART SHAPE LOVE BUCKET ,1686.52,16.37,103,1016,2.74,0.79,5.79,63,26.77015873015873,0.019,86.89710810788738,B
23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,1679.34,14.86,113,2106,0.82,0.72,0.83,84,19.992142857142856,0.019,86.9162613443438,B
21989,PACK OF 20 SKULL PAPER NAPKINS,1675.24,7.94,211,2068,0.85,0.64,0.85,130,12.886461538461539,0.019,86.93536781941212,B
21870,I CAN ONLY PLEASE ONE PERSON MUG,1668.89,11.84,141,1357,1.25,1.06,1.25,97,17.205051546391754,0.019,86.954401871355,B
23160,REGENCY TEA SPOON,1666.8,27.32,61,1404,1.23,1.04,1.25,50,33.336,0.019,86.97341208639516,B
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,1665.16,5.78,288,4808,0.4,0.29,1.63,226,7.367964601769912,0.019,86.9924035968801,B
22055,MINI CAKE STAND  HANGING STRAWBERY,1665.08,11.25,148,1248,1.46,0.39,1.65,102,16.324313725490196,0.019,87.01139419494771,B
21988,PACK OF 6 SKULL PAPER PLATES,1663.3,11.16,149,2194,0.84,0.64,0.85,101,16.46831683168317,0.019,87.03036449172976,B
51008,AFGHAN SLIPPER SOCK PAIR,1662.95,87.52,19,511,3.42,2.95,3.45,16,103.934375,0.019,87.049330796686,B
23057,GEMSTONE CHANDELIER T-LIGHT HOLDER,1660.99,37.75,44,677,4.6,1.0,10.79,38,43.71026315789474,0.019,87.06827474741768,B
21992,VINTAGE PAISLEY STATIONERY SET,1658.69,7.68,216,1163,1.53,1.25,2.95,160,10.3668125,0.019,87.08719246615117,B
70006,LOVE HEART POCKET WARMER,1657.7,20.47,81,2620,1.24,0.42,1.65,72,23.023611111111112,0.019,87.1060988937202,B
21917,SET 12 KIDS  WHITE CHALK STICKS,1653.24,8.75,189,4095,0.43,0.36,0.83,132,12.524545454545455,0.019,87.1249544540232,B
23370,SET 36 COLOUR PENCILS DOILEY,1650.11,14.6,113,1359,1.25,1.06,1.25,86,19.18732558139535,0.019,87.1437743159982,B
20674,GREEN POLKADOT BOWL,1649.06,10.85,152,1373,1.25,1.06,2.46,101,16.327326732673267,0.019,87.16258220249577,B
22602,CHRISTMAS RETROSPOT HEART WOOD,1647.42,9.1,181,1962,0.86,0.72,1.63,141,11.683829787234043,0.019,87.1813713844381,B
22414,DOORMAT NEIGHBOURHOOD WITCH ,1645.67,23.51,70,253,8.29,3.95,15.79,37,44.47756756756757,0.019,87.20014060725136,B
22832,BROCANTE SHELF WITH HOOKS,1645.45,23.85,69,155,10.73,9.95,10.75,64,25.71015625,0.019,87.21890732091697,B
47570B,TEA TIME TABLE CLOTH,1642.68,63.18,26,180,10.4,8.49,10.65,23,71.42086956521739,0.019,87.23764244213258,B
21056,DOCTOR'S BAG SOFT TOY,1640.18,24.85,66,174,9.75,7.95,16.63,46,35.65608695652174,0.019,87.25634905030668,B
21068,VINTAGE BILLBOARD LOVE/HATE MUG,1637.71,13.0,126,1535,1.22,0.8,1.25,81,20.218641975308643,0.019,87.27502748759576,B
23214,JINGLE BELL HEART ANTIQUE GOLD,1635.23,16.69,98,777,2.18,1.79,4.13,79,20.699113924050632,0.019,87.29367763994766,B
21899,"KEY FOB , GARAGE DESIGN",1633.07,7.29,224,2605,0.68,0.53,1.63,148,11.034256756756756,0.019,87.31230315703168,B
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,1632.4,12.0,136,1792,0.9,0.79,2.08,129,12.654263565891474,0.019,87.33092103262058,B
23096,PETIT TRAY CHIC,1629.83,13.7,119,1007,1.73,1.45,3.29,89,18.312696629213484,0.019,87.34950959680279,B
22544,MINI JIGSAW SPACEBOY,1628.3,12.72,128,4414,0.41,0.19,0.83,101,16.12178217821782,0.019,87.3680807110036,B
23270,SET OF 2 CERAMIC PAINTED HEARTS ,1625.9,13.01,125,1166,1.44,1.25,1.45,96,16.936458333333334,0.019,87.38662445268456,B
21494,ROTATING LEAVES T-LIGHT HOLDER,1624.73,12.12,134,1228,1.37,1.06,2.46,79,20.56620253164557,0.019,87.40515485026208,B
21245,GREEN POLKADOT PLATE ,1623.1,15.76,103,1014,1.7,1.45,3.29,72,22.543055555555554,0.019,87.42366665733653,B
21718,RED METAL BEACH SPADE ,1613.67,11.13,145,1289,1.27,1.25,2.46,106,15.223301886792454,0.018,87.44207091321839,B
85035C,ROSE 3 WICK MORRIS BOX CANDLE,1611.45,14.14,114,1105,2.18,1.25,8.29,86,18.73779069767442,0.018,87.46044984951936,B
85061W,WHITE JEWELLED HEART DECORATION,1609.8,13.3,121,1986,0.86,0.64,1.63,77,20.906493506493504,0.018,87.47880996721294,B
22789,T-LIGHT HOLDER SWEETHEART HANGING,1605.84,12.26,131,838,1.99,1.65,4.13,101,15.89940594059406,0.018,87.49712492024877,B
22651,GENTLEMAN SHIRT REPAIR KIT ,1602.72,17.05,94,1992,0.89,0.72,1.63,73,21.955068493150684,0.018,87.51540428900877,B
21534,DAIRY MAID LARGE MILK JUG,1593.45,12.16,131,327,4.93,4.25,4.95,94,16.95159574468085,0.018,87.53357793141083,B
85015,SET OF 12  VINTAGE POSTCARD SET,1591.42,13.84,115,2130,1.01,0.65,2.55,103,15.450679611650486,0.018,87.55172842122319,B
22156,HEART DECORATION WITH PEARLS ,1588.16,9.99,159,1875,0.87,0.72,1.63,106,14.982641509433963,0.018,87.5698417300294,B
21439,BASKET OF TOADSTOOLS,1574.98,20.19,78,1322,1.25,1.06,1.25,51,30.881960784313726,0.018,87.58780471808073,B
23101,SILVER STARS TABLE DECORATION,1574.6,8.03,196,1948,0.83,0.72,0.83,175,8.997714285714284,0.018,87.60576337214975,B
20981,12 PENCILS TALL TUBE WOODLAND,1573.35,7.46,211,1851,0.85,0.85,0.85,157,10.021337579617834,0.018,87.62370776969802,B
22037,ROBOT BIRTHDAY CARD,1573.12,6.0,262,3795,0.42,0.36,0.83,173,9.093179190751444,0.018,87.64164954404646,B
84356,POMPOM CURTAIN,1570.15,34.13,46,337,5.65,1.95,6.95,32,49.0671875,0.018,87.6595574449016,B
23217,LAUREL HEART ANTIQUE SILVER,1567.0,18.22,86,1290,1.4,1.04,2.5,64,24.484375,0.018,87.6774294193244,B
22110,BIRD HOUSE HOT WATER BOTTLE,1564.61,9.6,163,618,2.58,2.1,7.46,116,13.488017241379309,0.018,87.69527413527953,B
22332,SKULLS PARTY BAG + STICKER SET,1562.7,11.93,131,982,1.64,1.45,1.65,92,16.985869565217392,0.018,87.71309706727094,B
46000M,POLYESTER FILLER PAD 45x45cm,1562.4,11.66,134,1008,1.55,1.55,1.55,92,16.982608695652175,0.018,87.73091657769736,B
84596F,SMALL MARSHMALLOWS PINK BOWL,1561.63,5.14,304,3301,0.5,0.42,1.25,166,9.407409638554217,0.018,87.748727306107,B
85034C,3 ROSE MORRIS BOXED CANDLES,1560.64,10.99,142,1072,1.78,1.25,8.29,109,14.317798165137615,0.018,87.76652674335217,B
22305,COFFEE MUG PINK PAISLEY DESIGN,1559.44,35.44,44,684,2.69,2.1,4.96,35,44.55542857142857,0.018,87.78431249433746,B
23317,BLUE REFECTORY CLOCK ,1557.9,21.94,71,162,9.87,8.15,9.95,56,27.81964285714286,0.018,87.80208068128915,B
